NOMBRE : N500E2000R100_01
(  49, 59)  coste     8.200    8.200
(  59, 186)  coste     8.200    8.200
(  59, 361)  coste     2.600    2.600
(  62, 151)  coste     6.100    6.100
(  65, 74)  coste     5.400    5.400
(  67, 137)  coste     11.200    11.200
(  67, 422)  coste     7.100    7.100
(  67, 442)  coste     1.700    1.700
(  71, 472)  coste     2.200    2.200
(  78, 332)  coste     9.100    9.100
(  82, 90)  coste     6.000    6.000
(  84, 496)  coste     7.800    7.800
(  86, 260)  coste     12.900    12.900
(  87, 261)  coste     4.900    4.900
(  89, 333)  coste     1.900    1.900
(  91, 369)  coste     4.900    4.900
(  106, 492)  coste     8.300    8.300
(  112, 152)  coste     5.900    5.900
(  112, 156)  coste     8.300    8.300
(  113, 137)  coste     10.600    10.600
(  115, 177)  coste     11.100    11.100
(  116, 370)  coste     3.900    3.900
(  120, 437)  coste     8.700    8.700
(  122, 492)  coste     7.900    7.900
(  129, 330)  coste     4.700    4.700
(  130, 374)  coste     6.900    6.900
(  148, 406)  coste     10.900    10.900
(  152, 498)  coste     7.500    7.500
(  153, 356)  coste     9.800    9.800
(  162, 238)  coste     7.300    7.300
(  171, 244)  coste     9.600    9.600
(  171, 442)  coste     8.700    8.700
(  173, 318)  coste     8.900    8.900
(  174, 340)  coste     10.000    10.000
(  178, 366)  coste     4.500    4.500
(  180, 221)  coste     9.500    9.500
(  182, 264)  coste     1.000    1.000
(  182, 465)  coste     0.300    0.300
(  190, 461)  coste     4.800    4.800
(  191, 233)  coste     6.400    6.400
(  193, 250)  coste     10.300    10.300
(  200, 204)  coste     5.800    5.800
(  207, 259)  coste     3.300    3.300
(  211, 329)  coste     13.500    13.500
(  218, 446)  coste     1.100    1.100
(  219, 331)  coste     5.300    5.300
(  223, 293)  coste     6.800    6.800
(  225, 351)  coste     11.800    11.800
(  228, 316)  coste     9.900    9.900
(  229, 486)  coste     6.500    6.500
(  231, 477)  coste     9.400    9.400
(  242, 397)  coste     6.100    6.100
(  249, 252)  coste     1.900    1.900
(  249, 389)  coste     2.500    2.500
(  251, 442)  coste     3.200    3.200
(  254, 289)  coste     7.400    7.400
(  255, 421)  coste     8.700    8.700
(  262, 277)  coste     9.000    9.000
(  265, 298)  coste     7.100    7.100
(  266, 487)  coste     3.100    3.100
(  267, 330)  coste     5.000    5.000
(  272, 441)  coste     3.900    3.900
(  273, 468)  coste     9.800    9.800
(  283, 300)  coste     5.400    5.400
(  288, 375)  coste     7.300    7.300
(  295, 361)  coste     3.900    3.900
(  295, 465)  coste     6.600    6.600
(  296, 406)  coste     6.300    6.300
(  300, 323)  coste     6.100    6.100
(  304, 319)  coste     4.200    4.200
(  332, 385)  coste     8.700    8.700
(  333, 417)  coste     4.800    4.800
(  334, 456)  coste     6.600    6.600
(  360, 484)  coste     4.900    4.900
(  363, 434)  coste     10.500    10.500
(  370, 392)  coste     5.600    5.600
(  379, 464)  coste     8.600    8.600
(  390, 419)  coste     10.600    10.600
(  399, 457)  coste     4.500    4.500
(  412, 466)  coste     4.900    4.900
(  413, 421)  coste     7.400    7.400
LISTA_ARISTAS_NOREQ :
(   1,  6)  coste     1.800    1.800
(   1, 41)  coste     5.500    5.500
(   1, 179)  coste     6.100    6.100
(   1, 237)  coste     4.200    4.200
(   1, 252)  coste     8.400    8.400
(   1, 431)  coste     8.400    8.400
(   1, 451)  coste     4.100    4.100
(   1, 483)  coste     8.100    8.100
(   2, 21)  coste     3.800    3.800
(   2, 106)  coste     2.800    2.800
(   2, 183)  coste     6.300    6.300
(   2, 316)  coste     5.400    5.400
(   2, 347)  coste     6.100    6.100
(   2, 387)  coste     4.400    4.400
(   2, 432)  coste     1.800    1.800
(   3, 14)  coste     5.400    5.400
(   3, 104)  coste     1.500    1.500
(   3, 164)  coste     4.400    4.400
(   3, 215)  coste     7.700    7.700
(   4, 95)  coste     6.800    6.800
(   4, 101)  coste     3.600    3.600
(   4, 148)  coste     1.700    1.700
(   4, 149)  coste     5.700    5.700
(   4, 445)  coste     6.400    6.400
(   4, 467)  coste     2.000    2.000
(   5, 126)  coste     8.600    8.600
(   5, 131)  coste     4.500    4.500
(   5, 162)  coste     3.700    3.700
(   5, 228)  coste     6.000    6.000
(   5, 259)  coste     10.900    10.900
(   5, 332)  coste     14.900    14.900
(   5, 344)  coste     9.100    9.100
(   5, 393)  coste     7.800    7.800
(   5, 403)  coste     11.100    11.100
(   5, 443)  coste     13.500    13.500
(   5, 477)  coste     3.500    3.500
(   6, 25)  coste     8.300    8.300
(   6, 230)  coste     5.500    5.500
(   6, 240)  coste     7.500    7.500
(   6, 280)  coste     7.300    7.300
(   6, 314)  coste     4.400    4.400
(   6, 323)  coste     0.700    0.700
(   6, 426)  coste     7.600    7.600
(   6, 441)  coste     5.700    5.700
(   6, 455)  coste     8.300    8.300
(   6, 471)  coste     1.600    1.600
(   7, 92)  coste     7.800    7.800
(   7, 206)  coste     13.700    13.700
(   7, 225)  coste     6.000    6.000
(   7, 281)  coste     4.300    4.300
(   7, 404)  coste     3.600    3.600
(   7, 474)  coste     5.400    5.400
(   7, 478)  coste     13.300    13.300
(   8, 123)  coste     7.800    7.800
(   8, 464)  coste     9.800    9.800
(   9, 12)  coste     8.800    8.800
(   9, 79)  coste     3.000    3.000
(   9, 112)  coste     3.800    3.800
(   9, 142)  coste     3.900    3.900
(   9, 186)  coste     7.700    7.700
(   9, 278)  coste     5.000    5.000
(   9, 373)  coste     4.600    4.600
(   9, 485)  coste     4.700    4.700
(  10, 82)  coste     1.500    1.500
(  10, 136)  coste     10.200    10.200
(  10, 162)  coste     6.100    6.100
(  10, 321)  coste     9.200    9.200
(  10, 334)  coste     13.500    13.500
(  10, 409)  coste     3.300    3.300
(  11, 171)  coste     6.000    6.000
(  11, 189)  coste     8.700    8.700
(  11, 256)  coste     6.100    6.100
(  11, 261)  coste     3.500    3.500
(  11, 412)  coste     7.600    7.600
(  11, 445)  coste     10.000    10.000
(  11, 468)  coste     9.900    9.900
(  11, 491)  coste     3.700    3.700
(  12, 76)  coste     0.900    0.900
(  12, 78)  coste     0.400    0.400
(  12, 85)  coste     8.500    8.500
(  12, 94)  coste     1.100    1.100
(  12, 107)  coste     7.300    7.300
(  12, 169)  coste     5.200    5.200
(  12, 231)  coste     5.900    5.900
(  12, 253)  coste     12.300    12.300
(  12, 281)  coste     9.900    9.900
(  13, 29)  coste     5.500    5.500
(  13, 101)  coste     7.100    7.100
(  13, 120)  coste     4.800    4.800
(  13, 137)  coste     0.900    0.900
(  13, 225)  coste     9.500    9.500
(  13, 239)  coste     2.400    2.400
(  13, 329)  coste     9.600    9.600
(  13, 396)  coste     8.300    8.300
(  14, 36)  coste     7.500    7.500
(  14, 38)  coste     4.800    4.800
(  14, 91)  coste     3.100    3.100
(  14, 98)  coste     1.500    1.500
(  14, 123)  coste     9.600    9.600
(  14, 292)  coste     2.500    2.500
(  14, 307)  coste     1.900    1.900
(  14, 333)  coste     3.300    3.300
(  14, 388)  coste     9.200    9.200
(  14, 419)  coste     12.200    12.200
(  14, 424)  coste     2.600    2.600
(  14, 438)  coste     6.300    6.300
(  14, 473)  coste     10.200    10.200
(  15, 144)  coste     4.100    4.100
(  15, 154)  coste     5.300    5.300
(  15, 271)  coste     3.600    3.600
(  15, 333)  coste     7.100    7.100
(  15, 409)  coste     4.100    4.100
(  16, 464)  coste     7.700    7.700
(  16, 474)  coste     5.900    5.900
(  17, 93)  coste     10.500    10.500
(  17, 108)  coste     7.800    7.800
(  17, 279)  coste     3.100    3.100
(  17, 320)  coste     11.900    11.900
(  17, 375)  coste     17.000    17.000
(  17, 418)  coste     6.600    6.600
(  18, 87)  coste     7.300    7.300
(  18, 150)  coste     2.700    2.700
(  18, 210)  coste     5.900    5.900
(  18, 255)  coste     11.600    11.600
(  18, 270)  coste     6.600    6.600
(  18, 363)  coste     4.300    4.300
(  18, 374)  coste     4.400    4.400
(  18, 380)  coste     4.100    4.100
(  18, 467)  coste     2.700    2.700
(  19, 52)  coste     2.400    2.400
(  19, 84)  coste     7.200    7.200
(  19, 99)  coste     13.200    13.200
(  19, 128)  coste     12.100    12.100
(  19, 204)  coste     5.000    5.000
(  19, 221)  coste     8.300    8.300
(  19, 261)  coste     6.400    6.400
(  19, 292)  coste     5.400    5.400
(  19, 381)  coste     12.800    12.800
(  19, 388)  coste     1.300    1.300
(  19, 425)  coste     3.900    3.900
(  20, 163)  coste     8.900    8.900
(  20, 165)  coste     9.200    9.200
(  20, 255)  coste     15.700    15.700
(  20, 258)  coste     0.500    0.500
(  20, 369)  coste     4.800    4.800
(  20, 431)  coste     1.900    1.900
(  21, 71)  coste     4.400    4.400
(  21, 117)  coste     7.800    7.800
(  21, 244)  coste     11.900    11.900
(  21, 279)  coste     8.500    8.500
(  21, 289)  coste     4.600    4.600
(  21, 409)  coste     4.600    4.600
(  21, 413)  coste     6.300    6.300
(  21, 491)  coste     10.600    10.600
(  22, 50)  coste     1.000    1.000
(  22, 102)  coste     3.000    3.000
(  22, 176)  coste     5.800    5.800
(  22, 185)  coste     15.300    15.300
(  22, 192)  coste     3.700    3.700
(  22, 314)  coste     3.800    3.800
(  22, 356)  coste     8.500    8.500
(  22, 392)  coste     3.200    3.200
(  22, 405)  coste     8.400    8.400
(  23, 63)  coste     9.600    9.600
(  23, 65)  coste     5.500    5.500
(  23, 116)  coste     6.500    6.500
(  23, 130)  coste     7.900    7.900
(  23, 208)  coste     6.000    6.000
(  23, 310)  coste     5.000    5.000
(  23, 327)  coste     5.600    5.600
(  23, 354)  coste     1.600    1.600
(  23, 395)  coste     6.000    6.000
(  23, 404)  coste     4.900    4.900
(  23, 462)  coste     6.000    6.000
(  24, 38)  coste     4.600    4.600
(  24, 117)  coste     4.100    4.100
(  24, 176)  coste     8.300    8.300
(  24, 253)  coste     5.300    5.300
(  24, 307)  coste     5.700    5.700
(  25, 176)  coste     10.100    10.100
(  25, 330)  coste     6.300    6.300
(  25, 358)  coste     9.100    9.100
(  25, 425)  coste     10.200    10.200
(  25, 439)  coste     10.200    10.200
(  26, 64)  coste     8.600    8.600
(  26, 139)  coste     9.900    9.900
(  26, 140)  coste     7.200    7.200
(  26, 170)  coste     9.700    9.700
(  26, 182)  coste     5.000    5.000
(  26, 222)  coste     8.300    8.300
(  26, 239)  coste     5.800    5.800
(  26, 367)  coste     6.900    6.900
(  27, 37)  coste     1.700    1.700
(  27, 237)  coste     6.600    6.600
(  27, 249)  coste     5.900    5.900
(  27, 339)  coste     8.500    8.500
(  27, 347)  coste     8.700    8.700
(  27, 363)  coste     10.300    10.300
(  27, 368)  coste     6.200    6.200
(  28, 34)  coste     5.500    5.500
(  28, 133)  coste     8.600    8.600
(  28, 134)  coste     2.000    2.000
(  28, 241)  coste     8.000    8.000
(  28, 250)  coste     4.700    4.700
(  28, 295)  coste     1.900    1.900
(  28, 389)  coste     4.000    4.000
(  28, 464)  coste     7.300    7.300
(  29, 72)  coste     13.800    13.800
(  29, 99)  coste     9.500    9.500
(  29, 114)  coste     6.000    6.000
(  29, 253)  coste     3.700    3.700
(  30, 346)  coste     1.900    1.900
(  30, 419)  coste     8.000    8.000
(  31, 38)  coste     1.400    1.400
(  31, 42)  coste     9.300    9.300
(  31, 161)  coste     2.000    2.000
(  31, 240)  coste     9.400    9.400
(  31, 248)  coste     6.200    6.200
(  31, 292)  coste     5.900    5.900
(  31, 312)  coste     8.900    8.900
(  31, 325)  coste     4.500    4.500
(  31, 375)  coste     10.500    10.500
(  31, 425)  coste     10.800    10.800
(  31, 462)  coste     11.100    11.100
(  32, 38)  coste     9.500    9.500
(  32, 156)  coste     9.000    9.000
(  32, 302)  coste     10.800    10.800
(  32, 339)  coste     5.700    5.700
(  32, 401)  coste     3.000    3.000
(  33, 45)  coste     10.500    10.500
(  33, 77)  coste     7.800    7.800
(  33, 155)  coste     14.000    14.000
(  33, 490)  coste     5.300    5.300
(  34, 67)  coste     7.400    7.400
(  34, 182)  coste     0.500    0.500
(  34, 253)  coste     2.700    2.700
(  34, 321)  coste     5.000    5.000
(  34, 444)  coste     8.900    8.900
(  34, 455)  coste     4.200    4.200
(  34, 467)  coste     3.600    3.600
(  34, 469)  coste     7.600    7.600
(  35, 123)  coste     7.600    7.600
(  35, 195)  coste     9.700    9.700
(  35, 374)  coste     2.700    2.700
(  35, 404)  coste     11.000    11.000
(  35, 437)  coste     10.000    10.000
(  36, 67)  coste     7.500    7.500
(  36, 365)  coste     11.900    11.900
(  36, 440)  coste     3.400    3.400
(  37, 38)  coste     10.600    10.600
(  37, 100)  coste     7.100    7.100
(  37, 166)  coste     0.300    0.300
(  37, 213)  coste     12.700    12.700
(  37, 316)  coste     10.100    10.100
(  37, 321)  coste     6.000    6.000
(  37, 341)  coste     6.600    6.600
(  37, 364)  coste     6.600    6.600
(  37, 369)  coste     7.600    7.600
(  37, 409)  coste     3.300    3.300
(  38, 126)  coste     9.200    9.200
(  38, 216)  coste     7.000    7.000
(  38, 219)  coste     12.700    12.700
(  38, 250)  coste     5.400    5.400
(  38, 262)  coste     8.700    8.700
(  38, 280)  coste     10.000    10.000
(  38, 348)  coste     7.800    7.800
(  38, 349)  coste     4.600    4.600
(  38, 386)  coste     5.600    5.600
(  38, 400)  coste     3.500    3.500
(  38, 416)  coste     11.300    11.300
(  38, 422)  coste     14.500    14.500
(  39, 89)  coste     7.300    7.300
(  39, 190)  coste     7.400    7.400
(  39, 228)  coste     5.100    5.100
(  39, 253)  coste     7.400    7.400
(  39, 333)  coste     5.400    5.400
(  39, 486)  coste     3.900    3.900
(  40, 115)  coste     13.000    13.000
(  40, 189)  coste     6.700    6.700
(  40, 211)  coste     9.400    9.400
(  40, 258)  coste     3.700    3.700
(  40, 312)  coste     12.100    12.100
(  40, 465)  coste     6.600    6.600
(  41, 307)  coste     1.100    1.100
(  41, 323)  coste     4.400    4.400
(  41, 409)  coste     8.300    8.300
(  41, 429)  coste     7.400    7.400
(  41, 440)  coste     7.500    7.500
(  41, 462)  coste     5.900    5.900
(  41, 463)  coste     12.400    12.400
(  42, 125)  coste     12.500    12.500
(  42, 132)  coste     8.500    8.500
(  42, 180)  coste     8.000    8.000
(  42, 276)  coste     13.200    13.200
(  42, 308)  coste     6.600    6.600
(  42, 338)  coste     4.600    4.600
(  42, 377)  coste     11.500    11.500
(  43, 50)  coste     11.000    11.000
(  43, 75)  coste     4.100    4.100
(  43, 77)  coste     6.500    6.500
(  43, 142)  coste     3.800    3.800
(  43, 182)  coste     7.000    7.000
(  43, 186)  coste     3.000    3.000
(  43, 234)  coste     6.700    6.700
(  43, 259)  coste     0.800    0.800
(  43, 370)  coste     6.800    6.800
(  43, 417)  coste     1.000    1.000
(  43, 464)  coste     11.900    11.900
(  43, 476)  coste     5.000    5.000
(  44, 134)  coste     7.800    7.800
(  44, 145)  coste     4.100    4.100
(  44, 228)  coste     1.900    1.900
(  44, 347)  coste     5.900    5.900
(  44, 410)  coste     6.200    6.200
(  44, 464)  coste     4.900    4.900
(  45, 53)  coste     4.300    4.300
(  45, 94)  coste     5.200    5.200
(  45, 213)  coste     4.000    4.000
(  45, 229)  coste     3.200    3.200
(  45, 240)  coste     12.300    12.300
(  45, 382)  coste     12.200    12.200
(  46, 158)  coste     8.500    8.500
(  46, 167)  coste     7.600    7.600
(  46, 311)  coste     4.600    4.600
(  46, 353)  coste     6.800    6.800
(  47, 113)  coste     5.700    5.700
(  47, 178)  coste     7.500    7.500
(  47, 233)  coste     2.500    2.500
(  47, 291)  coste     6.100    6.100
(  48, 98)  coste     4.200    4.200
(  48, 100)  coste     6.400    6.400
(  48, 345)  coste     6.700    6.700
(  48, 422)  coste     7.200    7.200
(  48, 428)  coste     3.400    3.400
(  49, 54)  coste     5.600    5.600
(  49, 70)  coste     6.000    6.000
(  49, 73)  coste     1.200    1.200
(  49, 220)  coste     5.900    5.900
(  49, 228)  coste     4.500    4.500
(  49, 312)  coste     7.800    7.800
(  49, 329)  coste     4.800    4.800
(  50, 53)  coste     6.100    6.100
(  50, 78)  coste     6.700    6.700
(  50, 96)  coste     4.500    4.500
(  50, 131)  coste     4.200    4.200
(  50, 190)  coste     8.000    8.000
(  50, 265)  coste     6.700    6.700
(  50, 325)  coste     11.000    11.000
(  50, 347)  coste     9.700    9.700
(  50, 421)  coste     7.900    7.900
(  50, 423)  coste     11.200    11.200
(  51, 160)  coste     4.700    4.700
(  51, 464)  coste     9.200    9.200
(  51, 474)  coste     2.000    2.000
(  51, 475)  coste     6.100    6.100
(  52, 232)  coste     4.500    4.500
(  52, 288)  coste     6.900    6.900
(  52, 323)  coste     2.300    2.300
(  52, 369)  coste     8.900    8.900
(  52, 392)  coste     6.000    6.000
(  52, 434)  coste     9.400    9.400
(  53, 93)  coste     5.800    5.800
(  53, 95)  coste     10.000    10.000
(  53, 102)  coste     3.900    3.900
(  53, 226)  coste     3.100    3.100
(  53, 275)  coste     5.200    5.200
