NOMBRE : N500E2000R100_04
(  45, 96)  coste     7.400    7.400
(  45, 345)  coste     4.200    4.200
(  49, 75)  coste     3.500    3.500
(  49, 285)  coste     8.300    8.300
(  51, 468)  coste     11.900    11.900
(  53, 462)  coste     1.100    1.100
(  55, 358)  coste     1.000    1.000
(  58, 81)  coste     0.900    0.900
(  67, 202)  coste     6.100    6.100
(  69, 71)  coste     1.600    1.600
(  72, 163)  coste     1.600    1.600
(  73, 298)  coste     2.900    2.900
(  78, 405)  coste     14.300    14.300
(  83, 414)  coste     8.200    8.200
(  89, 204)  coste     8.200    8.200
(  89, 349)  coste     3.400    3.400
(  96, 161)  coste     6.100    6.100
(  97, 121)  coste     7.900    7.900
(  97, 326)  coste     9.900    9.900
(  98, 430)  coste     6.600    6.600
(  99, 339)  coste     5.300    5.300
(  100, 399)  coste     4.000    4.000
(  101, 283)  coste     6.800    6.800
(  105, 376)  coste     9.000    9.000
(  113, 226)  coste     6.300    6.300
(  114, 180)  coste     2.000    2.000
(  118, 305)  coste     6.000    6.000
(  125, 299)  coste     11.700    11.700
(  125, 468)  coste     8.900    8.900
(  130, 220)  coste     5.300    5.300
(  134, 354)  coste     6.000    6.000
(  143, 245)  coste     3.900    3.900
(  147, 371)  coste     9.600    9.600
(  148, 198)  coste     11.700    11.700
(  153, 399)  coste     7.800    7.800
(  156, 333)  coste     3.100    3.100
(  158, 444)  coste     5.500    5.500
(  158, 474)  coste     7.100    7.100
(  159, 414)  coste     4.200    4.200
(  170, 275)  coste     6.100    6.100
(  171, 172)  coste     12.300    12.300
(  179, 216)  coste     3.300    3.300
(  194, 433)  coste     4.800    4.800
(  200, 438)  coste     7.200    7.200
(  203, 497)  coste     9.400    9.400
(  210, 398)  coste     13.200    13.200
(  219, 302)  coste     1.300    1.300
(  220, 322)  coste     3.500    3.500
(  220, 416)  coste     6.200    6.200
(  223, 346)  coste     4.800    4.800
(  234, 397)  coste     4.500    4.500
(  244, 250)  coste     11.300    11.300
(  249, 421)  coste     11.000    11.000
(  252, 417)  coste     2.100    2.100
(  253, 332)  coste     7.500    7.500
(  257, 475)  coste     0.400    0.400
(  259, 492)  coste     9.000    9.000
(  260, 375)  coste     0.800    0.800
(  262, 303)  coste     5.500    5.500
(  264, 287)  coste     0.700    0.700
(  272, 295)  coste     4.700    4.700
(  274, 436)  coste     9.200    9.200
(  278, 430)  coste     3.800    3.800
(  281, 398)  coste     12.000    12.000
(  281, 408)  coste     7.100    7.100
(  287, 333)  coste     4.000    4.000
(  292, 492)  coste     3.700    3.700
(  296, 359)  coste     10.300    10.300
(  300, 447)  coste     10.900    10.900
(  307, 469)  coste     4.000    4.000
(  312, 410)  coste     3.500    3.500
(  317, 434)  coste     6.100    6.100
(  332, 397)  coste     1.700    1.700
(  339, 451)  coste     3.800    3.800
(  370, 432)  coste     14.500    14.500
(  371, 453)  coste     2.000    2.000
(  395, 455)  coste     3.300    3.300
(  398, 477)  coste     6.000    6.000
(  445, 464)  coste     8.400    8.400
(  448, 454)  coste     15.200    15.200
(  465, 500)  coste     3.300    3.300
LISTA_ARISTAS_NOREQ :
(   1, 37)  coste     3.100    3.100
(   1, 53)  coste     5.600    5.600
(   1, 143)  coste     1.300    1.300
(   1, 166)  coste     3.500    3.500
(   1, 191)  coste     2.500    2.500
(   1, 240)  coste     5.800    5.800
(   1, 365)  coste     8.000    8.000
(   1, 384)  coste     5.800    5.800
(   1, 397)  coste     8.900    8.900
(   1, 421)  coste     7.600    7.600
(   1, 445)  coste     2.700    2.700
(   1, 467)  coste     5.500    5.500
(   1, 470)  coste     8.000    8.000
(   2, 19)  coste     6.700    6.700
(   2, 110)  coste     4.700    4.700
(   2, 158)  coste     5.300    5.300
(   2, 186)  coste     12.700    12.700
(   2, 234)  coste     10.100    10.100
(   2, 373)  coste     11.900    11.900
(   2, 402)  coste     11.000    11.000
(   2, 417)  coste     11.400    11.400
(   3, 57)  coste     11.400    11.400
(   3, 72)  coste     7.100    7.100
(   3, 104)  coste     3.400    3.400
(   3, 127)  coste     6.300    6.300
(   3, 284)  coste     4.400    4.400
(   3, 296)  coste     2.600    2.600
(   3, 310)  coste     6.600    6.600
(   3, 394)  coste     9.400    9.400
(   3, 437)  coste     2.600    2.600
(   4, 36)  coste     7.300    7.300
(   4, 39)  coste     1.000    1.000
(   4, 68)  coste     6.700    6.700
(   4, 105)  coste     9.500    9.500
(   4, 190)  coste     8.900    8.900
(   4, 225)  coste     5.500    5.500
(   4, 344)  coste     11.200    11.200
(   4, 403)  coste     4.700    4.700
(   4, 418)  coste     12.800    12.800
(   4, 438)  coste     14.700    14.700
(   4, 458)  coste     3.500    3.500
(   5, 61)  coste     13.600    13.600
(   5, 172)  coste     1.700    1.700
(   5, 232)  coste     4.100    4.100
(   5, 288)  coste     11.700    11.700
(   5, 289)  coste     11.200    11.200
(   5, 348)  coste     5.200    5.200
(   5, 403)  coste     5.300    5.300
(   5, 428)  coste     10.900    10.900
(   5, 474)  coste     9.000    9.000
(   6, 161)  coste     0.500    0.500
(   6, 421)  coste     10.500    10.500
(   6, 466)  coste     10.200    10.200
(   6, 470)  coste     5.100    5.100
(   7, 35)  coste     9.300    9.300
(   7, 164)  coste     3.900    3.900
(   7, 189)  coste     0.600    0.600
(   7, 255)  coste     8.100    8.100
(   7, 409)  coste     4.400    4.400
(   7, 414)  coste     4.300    4.300
(   7, 450)  coste     0.800    0.800
(   7, 454)  coste     8.300    8.300
(   7, 490)  coste     8.400    8.400
(   8, 143)  coste     1.300    1.300
(   8, 327)  coste     2.600    2.600
(   8, 358)  coste     4.500    4.500
(   8, 493)  coste     5.700    5.700
(   9, 15)  coste     3.000    3.000
(   9, 36)  coste     9.200    9.200
(   9, 77)  coste     0.800    0.800
(   9, 89)  coste     2.300    2.300
(   9, 108)  coste     1.900    1.900
(   9, 123)  coste     4.900    4.900
(   9, 236)  coste     7.200    7.200
(   9, 341)  coste     7.600    7.600
(   9, 359)  coste     5.800    5.800
(   9, 452)  coste     5.300    5.300
(  10, 35)  coste     5.500    5.500
(  10, 118)  coste     2.200    2.200
(  10, 292)  coste     5.800    5.800
(  10, 308)  coste     4.000    4.000
(  10, 431)  coste     2.800    2.800
(  11, 146)  coste     7.000    7.000
(  11, 164)  coste     3.000    3.000
(  11, 184)  coste     13.100    13.100
(  11, 265)  coste     5.100    5.100
(  11, 275)  coste     14.000    14.000
(  11, 412)  coste     6.800    6.800
(  12, 123)  coste     8.400    8.400
(  12, 125)  coste     11.500    11.500
(  12, 153)  coste     7.800    7.800
(  12, 228)  coste     2.800    2.800
(  12, 267)  coste     12.300    12.300
(  12, 287)  coste     4.300    4.300
(  12, 320)  coste     5.600    5.600
(  12, 341)  coste     11.100    11.100
(  12, 476)  coste     3.000    3.000
(  12, 482)  coste     9.400    9.400
(  13, 43)  coste     13.400    13.400
(  13, 166)  coste     5.000    5.000
(  13, 192)  coste     9.500    9.500
(  13, 197)  coste     6.300    6.300
(  13, 360)  coste     8.200    8.200
(  13, 482)  coste     11.400    11.400
(  14, 74)  coste     3.200    3.200
(  14, 78)  coste     6.000    6.000
(  14, 84)  coste     6.200    6.200
(  14, 118)  coste     1.600    1.600
(  14, 249)  coste     1.700    1.700
(  14, 333)  coste     5.100    5.100
(  14, 421)  coste     10.500    10.500
(  15, 26)  coste     1.200    1.200
(  15, 149)  coste     7.200    7.200
(  15, 234)  coste     6.400    6.400
(  16, 75)  coste     4.100    4.100
(  16, 124)  coste     4.400    4.400
(  16, 160)  coste     8.300    8.300
(  16, 201)  coste     2.000    2.000
(  16, 296)  coste     3.500    3.500
(  16, 396)  coste     7.500    7.500
(  16, 420)  coste     10.600    10.600
(  16, 476)  coste     7.700    7.700
(  17, 221)  coste     9.900    9.900
(  17, 429)  coste     6.800    6.800
(  18, 135)  coste     11.000    11.000
(  18, 293)  coste     7.900    7.900
(  18, 391)  coste     5.800    5.800
(  18, 409)  coste     6.100    6.100
(  18, 456)  coste     5.500    5.500
(  18, 465)  coste     8.700    8.700
(  18, 497)  coste     6.400    6.400
(  19, 67)  coste     5.300    5.300
(  19, 148)  coste     6.300    6.300
(  19, 174)  coste     9.100    9.100
(  19, 182)  coste     12.000    12.000
(  19, 194)  coste     4.300    4.300
(  19, 275)  coste     11.400    11.400
(  19, 459)  coste     11.700    11.700
(  19, 476)  coste     10.100    10.100
(  20, 23)  coste     3.500    3.500
(  20, 34)  coste     9.800    9.800
(  20, 130)  coste     7.400    7.400
(  20, 148)  coste     4.600    4.600
(  20, 224)  coste     8.600    8.600
(  20, 313)  coste     2.800    2.800
(  20, 317)  coste     8.700    8.700
(  20, 416)  coste     5.500    5.500
(  20, 486)  coste     6.600    6.600
(  21, 30)  coste     3.400    3.400
(  21, 123)  coste     6.100    6.100
(  21, 135)  coste     3.800    3.800
(  21, 256)  coste     8.000    8.000
(  21, 259)  coste     6.600    6.600
(  21, 294)  coste     4.100    4.100
(  21, 339)  coste     7.300    7.300
(  21, 362)  coste     4.900    4.900
(  21, 468)  coste     5.900    5.900
(  21, 491)  coste     4.300    4.300
(  22, 30)  coste     6.800    6.800
(  22, 373)  coste     11.800    11.800
(  22, 397)  coste     13.700    13.700
(  22, 427)  coste     3.800    3.800
(  22, 460)  coste     9.800    9.800
(  23, 59)  coste     5.900    5.900
(  23, 310)  coste     9.700    9.700
(  23, 351)  coste     8.800    8.800
(  23, 401)  coste     5.700    5.700
(  23, 476)  coste     3.700    3.700
(  24, 91)  coste     0.900    0.900
(  24, 131)  coste     5.600    5.600
(  24, 163)  coste     12.500    12.500
(  24, 174)  coste     2.000    2.000
(  24, 233)  coste     13.200    13.200
(  24, 409)  coste     9.800    9.800
(  24, 427)  coste     4.100    4.100
(  24, 490)  coste     3.800    3.800
(  25, 35)  coste     4.600    4.600
(  25, 59)  coste     5.500    5.500
(  25, 88)  coste     2.300    2.300
(  25, 263)  coste     5.000    5.000
(  25, 284)  coste     3.700    3.700
(  26, 36)  coste     11.800    11.800
(  26, 54)  coste     10.700    10.700
(  26, 282)  coste     8.000    8.000
(  26, 295)  coste     0.900    0.900
(  26, 297)  coste     9.700    9.700
(  26, 322)  coste     11.100    11.100
(  26, 461)  coste     2.800    2.800
(  26, 492)  coste     2.800    2.800
(  27, 72)  coste     9.200    9.200
(  27, 146)  coste     8.800    8.800
(  27, 169)  coste     1.700    1.700
(  27, 205)  coste     7.400    7.400
(  27, 249)  coste     7.800    7.800
(  27, 361)  coste     10.200    10.200
(  27, 406)  coste     3.500    3.500
(  27, 477)  coste     3.900    3.900
(  28, 80)  coste     11.000    11.000
(  28, 93)  coste     7.600    7.600
(  28, 113)  coste     11.700    11.700
(  28, 267)  coste     5.000    5.000
(  28, 306)  coste     6.700    6.700
(  28, 311)  coste     11.900    11.900
(  28, 319)  coste     3.800    3.800
(  28, 349)  coste     7.900    7.900
(  29, 200)  coste     12.400    12.400
(  29, 224)  coste     1.900    1.900
(  29, 268)  coste     4.500    4.500
(  29, 322)  coste     6.900    6.900
(  29, 348)  coste     6.100    6.100
(  29, 479)  coste     2.800    2.800
(  30, 163)  coste     5.000    5.000
(  30, 165)  coste     6.100    6.100
(  30, 168)  coste     6.600    6.600
(  30, 211)  coste     7.200    7.200
(  30, 313)  coste     5.900    5.900
(  30, 322)  coste     3.700    3.700
(  30, 382)  coste     5.700    5.700
(  31, 87)  coste     3.800    3.800
(  31, 98)  coste     2.100    2.100
(  32, 66)  coste     8.100    8.100
(  32, 232)  coste     10.900    10.900
(  32, 273)  coste     7.700    7.700
(  32, 437)  coste     9.800    9.800
(  32, 445)  coste     6.800    6.800
(  32, 461)  coste     10.900    10.900
(  33, 61)  coste     7.500    7.500
(  33, 137)  coste     8.400    8.400
(  33, 165)  coste     5.100    5.100
(  33, 189)  coste     9.100    9.100
(  33, 229)  coste     6.400    6.400
(  33, 258)  coste     6.000    6.000
(  33, 305)  coste     3.500    3.500
(  33, 383)  coste     7.000    7.000
(  33, 401)  coste     0.900    0.900
(  34, 103)  coste     7.300    7.300
(  34, 112)  coste     1.700    1.700
(  34, 247)  coste     1.700    1.700
(  34, 259)  coste     2.700    2.700
(  34, 323)  coste     9.400    9.400
(  34, 362)  coste     11.600    11.600
(  34, 396)  coste     5.800    5.800
(  34, 424)  coste     10.600    10.600
(  34, 469)  coste     4.900    4.900
(  35, 95)  coste     4.400    4.400
(  35, 120)  coste     5.300    5.300
(  35, 167)  coste     4.700    4.700
(  35, 353)  coste     0.900    0.900
(  35, 432)  coste     11.700    11.700
(  35, 474)  coste     6.500    6.500
(  35, 500)  coste     9.000    9.000
(  36, 76)  coste     13.600    13.600
(  36, 91)  coste     15.800    15.800
(  36, 250)  coste     10.400    10.400
(  36, 358)  coste     10.500    10.500
(  36, 360)  coste     6.500    6.500
(  36, 364)  coste     4.100    4.100
(  36, 398)  coste     9.900    9.900
(  36, 452)  coste     3.900    3.900
(  36, 468)  coste     10.100    10.100
(  37, 38)  coste     7.600    7.600
(  37, 60)  coste     7.600    7.600
(  37, 85)  coste     1.500    1.500
(  37, 178)  coste     7.400    7.400
(  37, 201)  coste     0.700    0.700
(  37, 231)  coste     2.300    2.300
(  37, 366)  coste     4.000    4.000
(  37, 375)  coste     1.800    1.800
(  37, 488)  coste     2.100    2.100
(  37, 497)  coste     6.900    6.900
(  38, 83)  coste     10.300    10.300
(  38, 113)  coste     0.800    0.800
(  38, 201)  coste     8.300    8.300
(  38, 244)  coste     10.800    10.800
(  38, 290)  coste     8.000    8.000
(  38, 309)  coste     12.300    12.300
(  38, 326)  coste     4.300    4.300
(  38, 361)  coste     9.100    9.100
(  38, 464)  coste     9.800    9.800
(  38, 497)  coste     2.500    2.500
(  39, 176)  coste     13.300    13.300
(  39, 257)  coste     13.900    13.900
(  39, 270)  coste     6.200    6.200
(  39, 380)  coste     10.000    10.000
(  39, 396)  coste     10.000    10.000
(  39, 404)  coste     9.200    9.200
(  40, 181)  coste     3.500    3.500
(  40, 408)  coste     2.500    2.500
(  40, 409)  coste     3.800    3.800
(  40, 443)  coste     8.400    8.400
(  40, 489)  coste     7.900    7.900
(  41, 140)  coste     7.600    7.600
(  41, 220)  coste     7.000    7.000
(  41, 304)  coste     7.300    7.300
(  41, 324)  coste     3.300    3.300
(  41, 351)  coste     5.000    5.000
(  41, 383)  coste     8.800    8.800
(  41, 451)  coste     8.500    8.500
(  42, 88)  coste     1.300    1.300
(  42, 131)  coste     8.700    8.700
(  42, 150)  coste     3.300    3.300
(  42, 184)  coste     5.100    5.100
(  42, 343)  coste     10.900    10.900
(  42, 494)  coste     7.100    7.100
(  43, 169)  coste     13.200    13.200
(  43, 173)  coste     8.300    8.300
(  43, 174)  coste     13.400    13.400
(  43, 192)  coste     10.300    10.300
(  43, 212)  coste     4.500    4.500
(  43, 247)  coste     6.100    6.100
(  44, 56)  coste     4.800    4.800
(  44, 102)  coste     6.800    6.800
(  44, 122)  coste     8.200    8.200
(  44, 162)  coste     0.500    0.500
(  44, 210)  coste     3.800    3.800
(  44, 271)  coste     2.700    2.700
(  44, 277)  coste     1.600    1.600
(  44, 289)  coste     10.400    10.400
(  44, 296)  coste     5.400    5.400
(  44, 301)  coste     11.600    11.600
(  44, 353)  coste     2.000    2.000
(  44, 366)  coste     6.800    6.800
(  44, 432)  coste     13.400    13.400
(  44, 453)  coste     0.700    0.700
(  44, 479)  coste     7.700    7.700
(  44, 483)  coste     6.600    6.600
(  45, 81)  coste     9.600    9.600
(  45, 105)  coste     10.100    10.100
(  45, 253)  coste     5.000    5.000
(  45, 311)  coste     9.000    9.000
(  45, 470)  coste     7.500    7.500
(  46, 342)  coste     9.500    9.500
(  46, 364)  coste     7.300    7.300
(  46, 469)  coste     6.400    6.400
(  47, 92)  coste     5.000    5.000
(  47, 101)  coste     2.100    2.100
(  47, 323)  coste     9.100    9.100
(  47, 324)  coste     13.100    13.100
(  47, 390)  coste     4.000    4.000
(  48, 85)  coste     4.600    4.600
(  48, 90)  coste     2.500    2.500
(  48, 239)  coste     3.500    3.500
(  48, 255)  coste     4.200    4.200
(  48, 276)  coste     6.300    6.300
(  48, 305)  coste     4.900    4.900
(  48, 367)  coste     5.700    5.700
(  48, 378)  coste     2.600    2.600
(  49, 56)  coste     5.700    5.700
(  49, 113)  coste     9.700    9.700
(  49, 465)  coste     4.500    4.500
(  50, 107)  coste     8.600    8.600
(  50, 168)  coste     5.600    5.600
(  50, 170)  coste     4.500    4.500
(  50, 176)  coste     8.000    8.000
(  50, 289)  coste     11.700    11.700
(  50, 309)  coste     11.400    11.400
(  51, 84)  coste     2.500    2.500
(  51, 281)  coste     7.300    7.300
(  51, 298)  coste     2.700    2.700
(  51, 335)  coste     2.800    2.800
(  51, 417)  coste     7.900    7.900
(  51, 473)  coste     4.400    4.400
(  52, 103)  coste     6.500    6.500
(  52, 142)  coste     4.600    4.600
(  52, 166)  coste     2.200    2.200
(  52, 201)  coste     2.500    2.500
