NOMBRE : N500E2000R100_03
(  54, 168)  coste     7.600    7.600
(  55, 64)  coste     3.000    3.000
(  55, 356)  coste     0.600    0.600
(  58, 211)  coste     6.100    6.100
(  58, 256)  coste     5.400    5.400
(  60, 124)  coste     6.500    6.500
(  62, 347)  coste     9.500    9.500
(  63, 280)  coste     1.300    1.300
(  68, 225)  coste     15.600    15.600
(  73, 181)  coste     6.800    6.800
(  76, 97)  coste     5.800    5.800
(  85, 184)  coste     5.200    5.200
(  85, 187)  coste     9.000    9.000
(  86, 362)  coste     8.300    8.300
(  90, 421)  coste     9.400    9.400
(  97, 326)  coste     10.300    10.300
(  113, 428)  coste     6.100    6.100
(  115, 240)  coste     11.900    11.900
(  118, 486)  coste     7.000    7.000
(  121, 381)  coste     5.500    5.500
(  126, 252)  coste     4.800    4.800
(  131, 468)  coste     1.800    1.800
(  140, 249)  coste     3.700    3.700
(  141, 457)  coste     0.600    0.600
(  143, 336)  coste     10.400    10.400
(  149, 447)  coste     9.200    9.200
(  150, 212)  coste     5.700    5.700
(  150, 241)  coste     13.500    13.500
(  160, 218)  coste     7.600    7.600
(  165, 495)  coste     8.100    8.100
(  173, 384)  coste     4.500    4.500
(  175, 190)  coste     8.200    8.200
(  181, 383)  coste     7.900    7.900
(  182, 280)  coste     1.100    1.100
(  182, 384)  coste     9.100    9.100
(  182, 450)  coste     3.300    3.300
(  185, 269)  coste     6.900    6.900
(  186, 262)  coste     2.600    2.600
(  201, 380)  coste     7.600    7.600
(  202, 423)  coste     0.800    0.800
(  205, 390)  coste     9.500    9.500
(  213, 423)  coste     7.200    7.200
(  213, 458)  coste     2.900    2.900
(  219, 475)  coste     8.100    8.100
(  219, 493)  coste     7.700    7.700
(  224, 386)  coste     9.000    9.000
(  224, 437)  coste     9.400    9.400
(  226, 343)  coste     1.200    1.200
(  229, 401)  coste     3.300    3.300
(  233, 373)  coste     5.200    5.200
(  240, 243)  coste     9.500    9.500
(  240, 342)  coste     5.400    5.400
(  243, 466)  coste     12.700    12.700
(  248, 394)  coste     4.900    4.900
(  257, 300)  coste     9.900    9.900
(  264, 323)  coste     8.000    8.000
(  266, 448)  coste     14.700    14.700
(  271, 416)  coste     7.500    7.500
(  280, 348)  coste     1.700    1.700
(  283, 329)  coste     7.800    7.800
(  287, 482)  coste     6.300    6.300
(  290, 453)  coste     8.500    8.500
(  296, 427)  coste     8.800    8.800
(  305, 353)  coste     5.400    5.400
(  307, 467)  coste     7.700    7.700
(  319, 443)  coste     10.000    10.000
(  327, 478)  coste     4.800    4.800
(  336, 403)  coste     13.000    13.000
(  338, 367)  coste     7.300    7.300
(  342, 346)  coste     7.000    7.000
(  344, 377)  coste     11.100    11.100
(  373, 383)  coste     4.400    4.400
(  376, 410)  coste     4.400    4.400
(  380, 458)  coste     7.700    7.700
(  392, 497)  coste     6.900    6.900
(  407, 490)  coste     6.000    6.000
(  416, 454)  coste     2.900    2.900
(  429, 464)  coste     2.900    2.900
(  435, 465)  coste     2.300    2.300
(  443, 465)  coste     8.300    8.300
(  473, 481)  coste     10.100    10.100
LISTA_ARISTAS_NOREQ :
(   1, 20)  coste     0.800    0.800
(   1, 56)  coste     6.800    6.800
(   1, 157)  coste     5.800    5.800
(   1, 160)  coste     2.800    2.800
(   1, 187)  coste     7.500    7.500
(   1, 215)  coste     1.200    1.200
(   1, 216)  coste     10.400    10.400
(   1, 461)  coste     8.000    8.000
(   2, 22)  coste     3.700    3.700
(   2, 77)  coste     8.900    8.900
(   2, 78)  coste     10.800    10.800
(   2, 187)  coste     9.100    9.100
(   2, 225)  coste     8.200    8.200
(   2, 231)  coste     7.900    7.900
(   2, 256)  coste     5.600    5.600
(   2, 260)  coste     10.600    10.600
(   2, 304)  coste     5.300    5.300
(   2, 423)  coste     9.800    9.800
(   2, 490)  coste     13.000    13.000
(   3, 27)  coste     9.000    9.000
(   3, 47)  coste     1.900    1.900
(   3, 83)  coste     5.600    5.600
(   3, 161)  coste     9.300    9.300
(   3, 227)  coste     9.400    9.400
(   3, 241)  coste     2.900    2.900
(   3, 263)  coste     12.200    12.200
(   3, 305)  coste     3.600    3.600
(   3, 343)  coste     6.900    6.900
(   3, 353)  coste     9.000    9.000
(   3, 399)  coste     6.900    6.900
(   3, 480)  coste     7.900    7.900
(   3, 491)  coste     2.500    2.500
(   3, 499)  coste     8.800    8.800
(   4, 139)  coste     1.000    1.000
(   4, 289)  coste     6.600    6.600
(   4, 299)  coste     8.400    8.400
(   4, 320)  coste     5.300    5.300
(   5, 105)  coste     7.900    7.900
(   5, 118)  coste     9.000    9.000
(   5, 166)  coste     11.800    11.800
(   5, 182)  coste     7.800    7.800
(   5, 286)  coste     10.700    10.700
(   5, 306)  coste     2.600    2.600
(   5, 315)  coste     6.300    6.300
(   5, 357)  coste     3.400    3.400
(   5, 494)  coste     3.400    3.400
(   5, 497)  coste     5.000    5.000
(   6, 145)  coste     6.700    6.700
(   6, 283)  coste     8.100    8.100
(   6, 412)  coste     1.000    1.000
(   6, 428)  coste     4.900    4.900
(   6, 481)  coste     6.700    6.700
(   7,  9)  coste     3.800    3.800
(   7, 39)  coste     3.300    3.300
(   7, 63)  coste     4.600    4.600
(   7, 98)  coste     9.400    9.400
(   7, 145)  coste     11.800    11.800
(   7, 256)  coste     3.900    3.900
(   7, 321)  coste     13.800    13.800
(   7, 325)  coste     0.200    0.200
(   7, 403)  coste     7.100    7.100
(   7, 431)  coste     6.500    6.500
(   7, 438)  coste     7.200    7.200
(   7, 440)  coste     4.300    4.300
(   7, 492)  coste     14.400    14.400
(   8, 94)  coste     3.900    3.900
(   8, 162)  coste     6.200    6.200
(   8, 167)  coste     7.500    7.500
(   8, 181)  coste     5.800    5.800
(   8, 188)  coste     5.000    5.000
(   8, 309)  coste     10.400    10.400
(   8, 383)  coste     3.100    3.100
(   9, 96)  coste     10.200    10.200
(   9, 110)  coste     6.900    6.900
(   9, 185)  coste     6.400    6.400
(   9, 188)  coste     2.600    2.600
(   9, 426)  coste     12.000    12.000
(   9, 470)  coste     10.100    10.100
(  10, 31)  coste     9.500    9.500
(  10, 94)  coste     4.200    4.200
(  10, 163)  coste     11.500    11.500
(  10, 255)  coste     2.200    2.200
(  10, 273)  coste     13.200    13.200
(  10, 308)  coste     1.700    1.700
(  10, 361)  coste     9.400    9.400
(  10, 368)  coste     6.700    6.700
(  10, 459)  coste     6.400    6.400
(  10, 477)  coste     8.300    8.300
(  10, 482)  coste     4.300    4.300
(  11, 54)  coste     4.800    4.800
(  11, 117)  coste     3.700    3.700
(  11, 172)  coste     7.700    7.700
(  11, 179)  coste     4.600    4.600
(  11, 263)  coste     8.600    8.600
(  11, 346)  coste     6.100    6.100
(  11, 428)  coste     1.900    1.900
(  11, 453)  coste     3.700    3.700
(  11, 469)  coste     1.700    1.700
(  11, 470)  coste     3.400    3.400
(  11, 492)  coste     7.900    7.900
(  12, 20)  coste     3.700    3.700
(  12, 78)  coste     5.900    5.900
(  12, 85)  coste     9.600    9.600
(  12, 124)  coste     1.100    1.100
(  12, 164)  coste     9.400    9.400
(  12, 252)  coste     4.400    4.400
(  12, 333)  coste     11.700    11.700
(  13, 121)  coste     5.100    5.100
(  13, 170)  coste     4.500    4.500
(  13, 189)  coste     2.200    2.200
(  13, 290)  coste     5.200    5.200
(  13, 346)  coste     5.700    5.700
(  14, 71)  coste     9.100    9.100
(  14, 99)  coste     11.800    11.800
(  15, 33)  coste     7.400    7.400
(  15, 40)  coste     11.200    11.200
(  15, 118)  coste     12.400    12.400
(  15, 238)  coste     8.000    8.000
(  15, 259)  coste     11.300    11.300
(  15, 261)  coste     11.000    11.000
(  15, 353)  coste     8.700    8.700
(  15, 367)  coste     8.900    8.900
(  15, 477)  coste     8.200    8.200
(  16, 72)  coste     0.700    0.700
(  16, 177)  coste     3.300    3.300
(  16, 182)  coste     9.600    9.600
(  16, 184)  coste     11.600    11.600
(  16, 247)  coste     12.300    12.300
(  16, 387)  coste     5.700    5.700
(  16, 424)  coste     7.500    7.500
(  17, 46)  coste     9.900    9.900
(  17, 152)  coste     7.100    7.100
(  17, 219)  coste     9.800    9.800
(  17, 295)  coste     13.600    13.600
(  17, 340)  coste     4.300    4.300
(  17, 377)  coste     4.500    4.500
(  17, 494)  coste     10.800    10.800
(  18, 258)  coste     5.400    5.400
(  18, 272)  coste     8.600    8.600
(  18, 357)  coste     6.700    6.700
(  18, 395)  coste     7.700    7.700
(  18, 417)  coste     5.000    5.000
(  19, 134)  coste     9.800    9.800
(  19, 152)  coste     5.600    5.600
(  19, 196)  coste     6.200    6.200
(  19, 232)  coste     2.000    2.000
(  19, 295)  coste     5.300    5.300
(  20, 62)  coste     6.400    6.400
(  20, 91)  coste     5.200    5.200
(  20, 115)  coste     4.200    4.200
(  20, 136)  coste     6.700    6.700
(  20, 182)  coste     2.700    2.700
(  20, 191)  coste     0.700    0.700
(  20, 270)  coste     9.900    9.900
(  20, 311)  coste     6.600    6.600
(  21, 83)  coste     4.900    4.900
(  21, 87)  coste     12.600    12.600
(  21, 107)  coste     8.600    8.600
(  21, 166)  coste     4.200    4.200
(  21, 178)  coste     11.800    11.800
(  21, 186)  coste     3.400    3.400
(  21, 213)  coste     7.100    7.100
(  21, 249)  coste     1.000    1.000
(  21, 356)  coste     5.900    5.900
(  22, 27)  coste     6.500    6.500
(  22, 160)  coste     9.900    9.900
(  22, 171)  coste     6.700    6.700
(  22, 201)  coste     7.500    7.500
(  22, 372)  coste     8.300    8.300
(  22, 409)  coste     2.500    2.500
(  22, 412)  coste     9.500    9.500
(  22, 427)  coste     10.900    10.900
(  22, 489)  coste     5.400    5.400
(  23, 143)  coste     7.800    7.800
(  23, 352)  coste     6.200    6.200
(  23, 362)  coste     7.400    7.400
(  23, 437)  coste     4.700    4.700
(  24, 92)  coste     5.700    5.700
(  24, 151)  coste     5.400    5.400
(  24, 265)  coste     1.000    1.000
(  24, 266)  coste     5.900    5.900
(  24, 382)  coste     2.100    2.100
(  24, 443)  coste     8.800    8.800
(  25, 28)  coste     1.100    1.100
(  25, 110)  coste     1.200    1.200
(  25, 157)  coste     4.600    4.600
(  25, 181)  coste     9.100    9.100
(  25, 193)  coste     4.800    4.800
(  25, 237)  coste     7.400    7.400
(  25, 285)  coste     6.700    6.700
(  25, 359)  coste     5.500    5.500
(  25, 391)  coste     7.600    7.600
(  25, 474)  coste     3.000    3.000
(  26, 34)  coste     8.700    8.700
(  26, 49)  coste     12.800    12.800
(  26, 130)  coste     9.600    9.600
(  26, 148)  coste     15.400    15.400
(  26, 496)  coste     16.700    16.700
(  27, 104)  coste     7.300    7.300
(  27, 212)  coste     6.700    6.700
(  27, 268)  coste     4.600    4.600
(  27, 309)  coste     8.900    8.900
(  27, 427)  coste     9.600    9.600
(  28, 91)  coste     12.500    12.500
(  28, 130)  coste     2.900    2.900
(  28, 177)  coste     0.700    0.700
(  28, 186)  coste     5.200    5.200
(  28, 228)  coste     5.300    5.300
(  28, 256)  coste     6.500    6.500
(  28, 268)  coste     1.700    1.700
(  28, 273)  coste     1.700    1.700
(  28, 313)  coste     4.300    4.300
(  28, 317)  coste     4.400    4.400
(  28, 425)  coste     5.000    5.000
(  28, 485)  coste     10.000    10.000
(  29, 176)  coste     8.600    8.600
(  29, 267)  coste     11.600    11.600
(  29, 294)  coste     9.100    9.100
(  29, 452)  coste     5.700    5.700
(  30, 83)  coste     4.400    4.400
(  30, 163)  coste     6.300    6.300
(  30, 215)  coste     8.000    8.000
(  30, 338)  coste     8.100    8.100
(  30, 414)  coste     5.100    5.100
(  31, 94)  coste     8.900    8.900
(  31, 120)  coste     4.100    4.100
(  31, 153)  coste     7.900    7.900
(  31, 191)  coste     4.800    4.800
(  31, 279)  coste     7.700    7.700
(  31, 307)  coste     2.900    2.900
(  31, 353)  coste     5.900    5.900
(  31, 370)  coste     7.800    7.800
(  31, 430)  coste     2.400    2.400
(  32, 89)  coste     6.300    6.300
(  32, 124)  coste     5.500    5.500
(  32, 169)  coste     6.200    6.200
(  32, 195)  coste     8.200    8.200
(  32, 337)  coste     1.800    1.800
(  32, 360)  coste     12.300    12.300
(  32, 371)  coste     5.000    5.000
(  32, 407)  coste     3.300    3.300
(  32, 410)  coste     10.600    10.600
(  32, 433)  coste     9.400    9.400
(  33, 72)  coste     12.300    12.300
(  33, 90)  coste     12.900    12.900
(  33, 189)  coste     9.700    9.700
(  33, 411)  coste     8.800    8.800
(  33, 429)  coste     4.100    4.100
(  33, 462)  coste     13.400    13.400
(  34, 77)  coste     3.400    3.400
(  34, 99)  coste     8.700    8.700
(  34, 170)  coste     8.600    8.600
(  34, 174)  coste     5.200    5.200
(  34, 175)  coste     4.700    4.700
(  34, 213)  coste     2.100    2.100
(  34, 283)  coste     4.200    4.200
(  34, 330)  coste     3.500    3.500
(  34, 336)  coste     4.500    4.500
(  34, 357)  coste     4.600    4.600
(  34, 404)  coste     5.500    5.500
(  34, 475)  coste     5.500    5.500
(  35, 39)  coste     1.900    1.900
(  35, 160)  coste     7.100    7.100
(  35, 195)  coste     4.600    4.600
(  35, 260)  coste     11.700    11.700
(  35, 451)  coste     8.000    8.000
(  35, 473)  coste     6.500    6.500
(  36, 69)  coste     8.000    8.000
(  36, 122)  coste     9.600    9.600
(  36, 174)  coste     10.400    10.400
(  36, 198)  coste     5.300    5.300
(  36, 215)  coste     6.900    6.900
(  36, 478)  coste     1.600    1.600
(  37, 81)  coste     6.600    6.600
(  37, 93)  coste     9.300    9.300
(  37, 184)  coste     10.500    10.500
(  37, 213)  coste     8.000    8.000
(  37, 220)  coste     4.900    4.900
(  37, 236)  coste     6.300    6.300
(  37, 451)  coste     3.500    3.500
(  37, 455)  coste     6.300    6.300
(  38, 125)  coste     8.200    8.200
(  38, 157)  coste     2.900    2.900
(  38, 169)  coste     6.000    6.000
(  38, 216)  coste     7.500    7.500
(  38, 399)  coste     5.000    5.000
(  38, 404)  coste     7.500    7.500
(  38, 431)  coste     4.500    4.500
(  38, 432)  coste     6.800    6.800
(  38, 463)  coste     6.000    6.000
(  38, 476)  coste     2.800    2.800
(  38, 492)  coste     4.800    4.800
(  39, 118)  coste     9.100    9.100
(  39, 294)  coste     7.000    7.000
(  39, 447)  coste     5.200    5.200
(  39, 478)  coste     9.900    9.900
(  40, 71)  coste     10.800    10.800
(  40, 282)  coste     10.800    10.800
(  40, 382)  coste     10.600    10.600
(  40, 412)  coste     4.300    4.300
(  40, 427)  coste     6.500    6.500
(  40, 451)  coste     7.200    7.200
(  40, 469)  coste     6.600    6.600
(  40, 479)  coste     10.900    10.900
(  40, 484)  coste     5.300    5.300
(  41, 72)  coste     8.900    8.900
(  41, 232)  coste     5.900    5.900
(  41, 326)  coste     8.600    8.600
(  41, 380)  coste     12.500    12.500
(  41, 438)  coste     4.800    4.800
(  41, 461)  coste     9.100    9.100
(  41, 481)  coste     9.600    9.600
(  42, 112)  coste     7.600    7.600
(  42, 302)  coste     6.000    6.000
(  42, 323)  coste     5.700    5.700
(  42, 396)  coste     9.900    9.900
(  42, 422)  coste     8.500    8.500
(  43, 157)  coste     5.900    5.900
(  43, 209)  coste     3.600    3.600
(  43, 420)  coste     6.900    6.900
(  43, 475)  coste     14.900    14.900
(  44, 49)  coste     10.500    10.500
(  44, 159)  coste     5.500    5.500
(  44, 161)  coste     10.200    10.200
(  44, 308)  coste     9.200    9.200
(  44, 313)  coste     10.700    10.700
(  44, 351)  coste     2.200    2.200
(  44, 418)  coste     6.000    6.000
(  45, 52)  coste     10.300    10.300
(  45, 139)  coste     4.300    4.300
(  45, 182)  coste     1.700    1.700
(  45, 320)  coste     9.000    9.000
(  45, 388)  coste     2.800    2.800
(  46, 91)  coste     15.200    15.200
(  46, 97)  coste     6.600    6.600
(  46, 169)  coste     7.100    7.100
(  46, 234)  coste     14.900    14.900
(  46, 266)  coste     16.100    16.100
(  46, 310)  coste     11.300    11.300
(  46, 346)  coste     0.500    0.500
(  47, 115)  coste     5.900    5.900
(  47, 148)  coste     11.100    11.100
(  47, 313)  coste     8.700    8.700
(  47, 394)  coste     3.000    3.000
(  47, 410)  coste     5.000    5.000
(  48, 94)  coste     8.400    8.400
(  48, 107)  coste     3.700    3.700
(  48, 152)  coste     10.000    10.000
(  48, 246)  coste     4.200    4.200
(  48, 250)  coste     13.900    13.900
(  48, 475)  coste     1.800    1.800
(  49, 70)  coste     13.300    13.300
(  49, 131)  coste     11.200    11.200
(  49, 144)  coste     6.300    6.300
(  49, 165)  coste     7.300    7.300
(  49, 169)  coste     2.500    2.500
(  49, 281)  coste     3.600    3.600
(  49, 378)  coste     6.900    6.900
(  49, 473)  coste     2.400    2.400
(  49, 485)  coste     5.100    5.100
(  49, 487)  coste     5.600    5.600
(  50, 67)  coste     12.700    12.700
(  50, 80)  coste     7.300    7.300
(  50, 185)  coste     1.800    1.800
(  50, 191)  coste     4.200    4.200
(  50, 213)  coste     2.500    2.500
