NOMBRE : N500E2000R100_05
(  42, 318)  coste     8.400    8.400
(  43, 320)  coste     3.600    3.600
(  47, 243)  coste     8.300    8.300
(  50, 235)  coste     7.500    7.500
(  56, 245)  coste     1.000    1.000
(  58, 277)  coste     7.400    7.400
(  60, 259)  coste     9.100    9.100
(  63, 177)  coste     6.100    6.100
(  66, 135)  coste     7.000    7.000
(  68, 135)  coste     2.500    2.500
(  70, 412)  coste     7.700    7.700
(  77, 230)  coste     7.400    7.400
(  93, 320)  coste     4.900    4.900
(  95, 104)  coste     4.900    4.900
(  100, 199)  coste     8.100    8.100
(  100, 498)  coste     10.200    10.200
(  103, 197)  coste     9.300    9.300
(  105, 388)  coste     7.200    7.200
(  113, 317)  coste     7.700    7.700
(  114, 392)  coste     3.200    3.200
(  117, 441)  coste     10.200    10.200
(  120, 491)  coste     3.300    3.300
(  122, 222)  coste     2.500    2.500
(  122, 252)  coste     6.200    6.200
(  124, 476)  coste     9.100    9.100
(  125, 310)  coste     5.800    5.800
(  125, 474)  coste     11.000    11.000
(  130, 496)  coste     2.100    2.100
(  133, 402)  coste     6.600    6.600
(  133, 454)  coste     7.100    7.100
(  134, 327)  coste     6.500    6.500
(  139, 170)  coste     3.700    3.700
(  143, 179)  coste     4.700    4.700
(  144, 367)  coste     7.900    7.900
(  150, 164)  coste     6.400    6.400
(  152, 327)  coste     6.100    6.100
(  153, 465)  coste     1.700    1.700
(  157, 325)  coste     9.300    9.300
(  157, 418)  coste     8.200    8.200
(  158, 485)  coste     2.200    2.200
(  163, 358)  coste     3.500    3.500
(  163, 469)  coste     5.500    5.500
(  165, 249)  coste     3.100    3.100
(  169, 424)  coste     6.300    6.300
(  178, 356)  coste     6.500    6.500
(  180, 347)  coste     4.400    4.400
(  181, 288)  coste     11.500    11.500
(  186, 475)  coste     7.400    7.400
(  207, 440)  coste     2.400    2.400
(  209, 444)  coste     5.600    5.600
(  211, 238)  coste     15.000    15.000
(  212, 390)  coste     10.800    10.800
(  222, 492)  coste     4.300    4.300
(  226, 237)  coste     3.900    3.900
(  234, 331)  coste     10.800    10.800
(  235, 390)  coste     11.300    11.300
(  236, 370)  coste     4.000    4.000
(  239, 318)  coste     7.400    7.400
(  242, 315)  coste     9.000    9.000
(  249, 267)  coste     6.300    6.300
(  252, 371)  coste     1.300    1.300
(  253, 435)  coste     8.500    8.500
(  256, 366)  coste     10.900    10.900
(  267, 299)  coste     7.100    7.100
(  272, 317)  coste     2.500    2.500
(  275, 383)  coste     4.800    4.800
(  306, 361)  coste     11.600    11.600
(  310, 380)  coste     6.600    6.600
(  323, 372)  coste     9.900    9.900
(  325, 353)  coste     5.400    5.400
(  334, 353)  coste     8.300    8.300
(  336, 382)  coste     3.700    3.700
(  337, 398)  coste     10.200    10.200
(  340, 448)  coste     5.200    5.200
(  344, 416)  coste     13.700    13.700
(  349, 416)  coste     12.000    12.000
(  398, 429)  coste     8.800    8.800
(  407, 411)  coste     6.500    6.500
(  441, 443)  coste     14.100    14.100
(  441, 476)  coste     10.300    10.300
(  446, 493)  coste     6.300    6.300
LISTA_ARISTAS_NOREQ :
(   1, 317)  coste     6.500    6.500
(   1, 364)  coste     4.500    4.500
(   2, 226)  coste     6.300    6.300
(   2, 242)  coste     4.800    4.800
(   2, 358)  coste     2.900    2.900
(   2, 420)  coste     6.800    6.800
(   2, 482)  coste     5.600    5.600
(   3, 105)  coste     2.800    2.800
(   3, 119)  coste     10.200    10.200
(   3, 235)  coste     6.300    6.300
(   3, 278)  coste     6.700    6.700
(   3, 285)  coste     4.600    4.600
(   3, 352)  coste     3.000    3.000
(   3, 412)  coste     8.200    8.200
(   3, 416)  coste     7.700    7.700
(   3, 425)  coste     4.900    4.900
(   3, 433)  coste     1.600    1.600
(   4,  9)  coste     4.300    4.300
(   4, 18)  coste     4.100    4.100
(   4, 84)  coste     6.000    6.000
(   4, 121)  coste     3.800    3.800
(   4, 159)  coste     8.800    8.800
(   4, 161)  coste     3.400    3.400
(   5, 13)  coste     9.400    9.400
(   5, 109)  coste     7.500    7.500
(   5, 162)  coste     0.500    0.500
(   5, 220)  coste     9.600    9.600
(   5, 287)  coste     11.600    11.600
(   5, 385)  coste     9.700    9.700
(   5, 408)  coste     6.100    6.100
(   6, 30)  coste     5.500    5.500
(   6, 118)  coste     4.100    4.100
(   6, 293)  coste     0.900    0.900
(   6, 312)  coste     8.400    8.400
(   6, 317)  coste     2.800    2.800
(   6, 325)  coste     6.300    6.300
(   6, 350)  coste     10.000    10.000
(   6, 377)  coste     10.100    10.100
(   6, 435)  coste     6.000    6.000
(   6, 439)  coste     5.100    5.100
(   6, 491)  coste     6.800    6.800
(   7, 40)  coste     2.300    2.300
(   7, 67)  coste     9.100    9.100
(   7, 291)  coste     6.600    6.600
(   7, 364)  coste     1.000    1.000
(   7, 414)  coste     9.200    9.200
(   8, 22)  coste     5.100    5.100
(   8, 70)  coste     5.700    5.700
(   8, 261)  coste     9.000    9.000
(   8, 497)  coste     9.300    9.300
(   9, 26)  coste     0.500    0.500
(   9, 258)  coste     10.900    10.900
(   9, 313)  coste     9.200    9.200
(   9, 387)  coste     11.600    11.600
(   9, 429)  coste     6.300    6.300
(   9, 478)  coste     4.400    4.400
(   9, 491)  coste     12.300    12.300
(  10, 178)  coste     7.400    7.400
(  10, 212)  coste     5.600    5.600
(  10, 218)  coste     6.400    6.400
(  10, 254)  coste     4.400    4.400
(  10, 315)  coste     6.200    6.200
(  10, 348)  coste     0.800    0.800
(  10, 372)  coste     6.000    6.000
(  10, 396)  coste     6.400    6.400
(  10, 409)  coste     5.100    5.100
(  10, 466)  coste     7.200    7.200
(  11, 31)  coste     6.600    6.600
(  11, 61)  coste     12.700    12.700
(  11, 85)  coste     2.300    2.300
(  11, 100)  coste     1.100    1.100
(  11, 141)  coste     5.200    5.200
(  11, 234)  coste     8.600    8.600
(  11, 274)  coste     3.500    3.500
(  11, 431)  coste     11.200    11.200
(  11, 467)  coste     0.900    0.900
(  11, 500)  coste     4.200    4.200
(  12, 25)  coste     7.500    7.500
(  12, 312)  coste     2.000    2.000
(  12, 349)  coste     7.400    7.400
(  12, 469)  coste     7.600    7.600
(  12, 496)  coste     5.600    5.600
(  13, 68)  coste     1.300    1.300
(  13, 82)  coste     4.800    4.800
(  13, 112)  coste     5.200    5.200
(  13, 175)  coste     1.500    1.500
(  13, 209)  coste     12.600    12.600
(  13, 267)  coste     2.000    2.000
(  13, 269)  coste     6.400    6.400
(  13, 343)  coste     7.000    7.000
(  13, 353)  coste     8.200    8.200
(  13, 363)  coste     2.800    2.800
(  13, 397)  coste     12.000    12.000
(  14, 65)  coste     10.400    10.400
(  14, 70)  coste     9.900    9.900
(  14, 97)  coste     4.300    4.300
(  14, 119)  coste     0.200    0.200
(  14, 257)  coste     8.600    8.600
(  14, 264)  coste     8.700    8.700
(  14, 292)  coste     6.000    6.000
(  14, 315)  coste     4.000    4.000
(  14, 367)  coste     13.800    13.800
(  14, 392)  coste     7.500    7.500
(  14, 457)  coste     6.300    6.300
(  14, 495)  coste     8.800    8.800
(  15, 24)  coste     11.200    11.200
(  15, 76)  coste     9.300    9.300
(  15, 92)  coste     2.500    2.500
(  15, 339)  coste     7.100    7.100
(  16, 39)  coste     4.200    4.200
(  16, 52)  coste     6.500    6.500
(  16, 66)  coste     16.400    16.400
(  16, 181)  coste     12.900    12.900
(  16, 264)  coste     11.900    11.900
(  16, 291)  coste     8.900    8.900
(  16, 346)  coste     8.900    8.900
(  16, 415)  coste     5.900    5.900
(  16, 439)  coste     13.400    13.400
(  16, 448)  coste     9.300    9.300
(  17, 69)  coste     5.800    5.800
(  17, 249)  coste     8.100    8.100
(  17, 354)  coste     7.900    7.900
(  17, 465)  coste     9.000    9.000
(  17, 466)  coste     2.400    2.400
(  18, 59)  coste     1.600    1.600
(  18, 226)  coste     9.900    9.900
(  18, 230)  coste     4.700    4.700
(  18, 303)  coste     10.400    10.400
(  18, 317)  coste     2.500    2.500
(  18, 395)  coste     7.200    7.200
(  18, 422)  coste     4.600    4.600
(  18, 465)  coste     5.000    5.000
(  18, 485)  coste     5.800    5.800
(  19, 27)  coste     5.400    5.400
(  19, 44)  coste     10.300    10.300
(  19, 198)  coste     5.000    5.000
(  19, 203)  coste     8.200    8.200
(  19, 322)  coste     3.700    3.700
(  20, 21)  coste     10.200    10.200
(  20, 26)  coste     1.800    1.800
(  20, 176)  coste     7.000    7.000
(  20, 258)  coste     12.400    12.400
(  20, 324)  coste     7.600    7.600
(  20, 381)  coste     3.900    3.900
(  20, 437)  coste     2.600    2.600
(  21, 39)  coste     11.300    11.300
(  21, 98)  coste     7.000    7.000
(  21, 121)  coste     8.200    8.200
(  21, 129)  coste     3.300    3.300
(  21, 167)  coste     2.800    2.800
(  21, 202)  coste     10.600    10.600
(  21, 448)  coste     6.200    6.200
(  21, 493)  coste     4.400    4.400
(  22, 62)  coste     6.300    6.300
(  22, 63)  coste     4.000    4.000
(  22, 81)  coste     5.800    5.800
(  22, 110)  coste     3.600    3.600
(  22, 207)  coste     7.000    7.000
(  22, 224)  coste     3.600    3.600
(  22, 267)  coste     3.500    3.500
(  22, 273)  coste     10.300    10.300
(  22, 322)  coste     4.600    4.600
(  22, 337)  coste     7.000    7.000
(  22, 453)  coste     6.700    6.700
(  22, 456)  coste     3.800    3.800
(  22, 475)  coste     6.600    6.600
(  23, 34)  coste     11.200    11.200
(  23, 68)  coste     8.000    8.000
(  23, 69)  coste     4.100    4.100
(  23, 174)  coste     7.000    7.000
(  23, 296)  coste     10.300    10.300
(  23, 440)  coste     9.200    9.200
(  23, 448)  coste     5.600    5.600
(  23, 456)  coste     7.600    7.600
(  24, 92)  coste     8.700    8.700
(  24, 171)  coste     13.100    13.100
(  24, 195)  coste     3.800    3.800
(  24, 220)  coste     9.100    9.100
(  24, 276)  coste     11.300    11.300
(  24, 309)  coste     7.100    7.100
(  24, 317)  coste     10.000    10.000
(  25, 36)  coste     4.200    4.200
(  25, 82)  coste     3.600    3.600
(  25, 223)  coste     4.500    4.500
(  25, 246)  coste     11.700    11.700
(  25, 293)  coste     7.600    7.600
(  25, 352)  coste     1.800    1.800
(  25, 500)  coste     3.600    3.600
(  26, 155)  coste     3.800    3.800
(  26, 168)  coste     9.600    9.600
(  26, 400)  coste     5.600    5.600
(  26, 455)  coste     11.800    11.800
(  27, 57)  coste     8.300    8.300
(  27, 157)  coste     5.700    5.700
(  27, 162)  coste     0.500    0.500
(  27, 182)  coste     7.800    7.800
(  27, 239)  coste     4.700    4.700
(  27, 436)  coste     6.900    6.900
(  27, 476)  coste     8.300    8.300
(  28, 38)  coste     3.600    3.600
(  28, 99)  coste     9.700    9.700
(  28, 162)  coste     8.100    8.100
(  28, 270)  coste     1.300    1.300
(  28, 271)  coste     8.700    8.700
(  28, 322)  coste     6.100    6.100
(  28, 490)  coste     3.000    3.000
(  29, 30)  coste     9.300    9.300
(  29, 41)  coste     4.300    4.300
(  29, 56)  coste     9.400    9.400
(  29, 88)  coste     6.600    6.600
(  29, 109)  coste     6.000    6.000
(  29, 137)  coste     2.300    2.300
(  29, 183)  coste     7.100    7.100
(  29, 215)  coste     9.800    9.800
(  29, 276)  coste     2.100    2.100
(  29, 361)  coste     4.500    4.500
(  30, 101)  coste     7.600    7.600
(  30, 245)  coste     5.100    5.100
(  30, 252)  coste     8.100    8.100
(  30, 255)  coste     4.000    4.000
(  30, 262)  coste     3.500    3.500
(  30, 274)  coste     2.500    2.500
(  30, 292)  coste     4.200    4.200
(  30, 459)  coste     5.900    5.900
(  30, 487)  coste     7.000    7.000
(  31, 89)  coste     2.900    2.900
(  31, 100)  coste     5.500    5.500
(  31, 194)  coste     1.000    1.000
(  31, 330)  coste     3.400    3.400
(  31, 386)  coste     9.000    9.000
(  31, 403)  coste     1.800    1.800
(  32, 42)  coste     4.200    4.200
(  32, 71)  coste     5.700    5.700
(  32, 93)  coste     8.100    8.100
(  32, 119)  coste     11.100    11.100
(  32, 179)  coste     4.000    4.000
(  32, 181)  coste     6.200    6.200
(  32, 231)  coste     8.200    8.200
(  32, 251)  coste     6.400    6.400
(  32, 320)  coste     3.200    3.200
(  32, 469)  coste     6.800    6.800
(  32, 474)  coste     5.100    5.100
(  32, 478)  coste     1.100    1.100
(  33, 42)  coste     3.900    3.900
(  33, 44)  coste     0.100    0.100
(  33, 217)  coste     1.500    1.500
(  33, 218)  coste     2.400    2.400
(  33, 443)  coste     4.500    4.500
(  34, 75)  coste     3.200    3.200
(  34, 113)  coste     5.900    5.900
(  34, 146)  coste     10.600    10.600
(  34, 166)  coste     3.100    3.100
(  34, 217)  coste     3.600    3.600
(  34, 309)  coste     6.900    6.900
(  34, 315)  coste     2.700    2.700
(  34, 318)  coste     1.800    1.800
(  34, 353)  coste     6.900    6.900
(  34, 453)  coste     1.300    1.300
(  35, 108)  coste     4.300    4.300
(  35, 128)  coste     5.500    5.500
(  35, 192)  coste     9.800    9.800
(  35, 200)  coste     6.900    6.900
(  35, 218)  coste     6.200    6.200
(  35, 219)  coste     8.900    8.900
(  35, 221)  coste     5.700    5.700
(  35, 231)  coste     6.100    6.100
(  35, 311)  coste     9.900    9.900
(  35, 325)  coste     10.600    10.600
(  35, 367)  coste     1.000    1.000
(  35, 443)  coste     11.500    11.500
(  36, 160)  coste     7.900    7.900
(  36, 176)  coste     7.900    7.900
(  36, 180)  coste     1.200    1.200
(  36, 239)  coste     0.900    0.900
(  36, 243)  coste     8.400    8.400
(  36, 282)  coste     7.900    7.900
(  36, 306)  coste     13.000    13.000
(  36, 440)  coste     12.100    12.100
(  37, 79)  coste     6.900    6.900
(  37, 123)  coste     6.900    6.900
(  37, 272)  coste     5.700    5.700
(  37, 277)  coste     7.400    7.400
(  37, 290)  coste     9.600    9.600
(  37, 333)  coste     3.400    3.400
(  37, 463)  coste     8.900    8.900
(  38, 67)  coste     4.000    4.000
(  38, 96)  coste     16.200    16.200
(  38, 200)  coste     4.500    4.500
(  38, 234)  coste     14.600    14.600
(  38, 325)  coste     5.800    5.800
(  38, 413)  coste     8.700    8.700
(  38, 462)  coste     5.000    5.000
(  39, 81)  coste     2.100    2.100
(  39, 273)  coste     13.600    13.600
(  39, 274)  coste     4.700    4.700
(  39, 291)  coste     4.700    4.700
(  39, 311)  coste     10.900    10.900
(  39, 360)  coste     6.400    6.400
(  39, 432)  coste     6.000    6.000
(  39, 443)  coste     12.500    12.500
(  39, 474)  coste     7.000    7.000
(  40, 69)  coste     9.200    9.200
(  40, 95)  coste     9.500    9.500
(  40, 121)  coste     8.900    8.900
(  40, 240)  coste     6.900    6.900
(  40, 360)  coste     9.200    9.200
(  40, 364)  coste     3.300    3.300
(  41, 89)  coste     7.300    7.300
(  41, 133)  coste     5.900    5.900
(  42, 52)  coste     5.800    5.800
(  42, 95)  coste     6.800    6.800
(  42, 119)  coste     9.500    9.500
(  42, 225)  coste     8.200    8.200
(  42, 269)  coste     5.300    5.300
(  42, 385)  coste     6.200    6.200
(  42, 410)  coste     8.400    8.400
(  42, 428)  coste     1.500    1.500
(  42, 429)  coste     4.800    4.800
(  42, 448)  coste     1.000    1.000
(  43, 73)  coste     7.700    7.700
(  43, 156)  coste     3.800    3.800
(  43, 264)  coste     9.600    9.600
(  43, 302)  coste     6.100    6.100
(  43, 350)  coste     10.400    10.400
(  43, 388)  coste     4.900    4.900
(  43, 430)  coste     2.700    2.700
(  43, 439)  coste     2.100    2.100
(  43, 442)  coste     5.300    5.300
(  43, 464)  coste     3.000    3.000
(  43, 498)  coste     6.000    6.000
(  44, 64)  coste     13.200    13.200
(  44, 117)  coste     1.100    1.100
(  44, 191)  coste     5.200    5.200
(  44, 414)  coste     6.000    6.000
(  44, 488)  coste     10.000    10.000
(  44, 492)  coste     7.000    7.000
(  45, 225)  coste     6.400    6.400
(  45, 296)  coste     14.100    14.100
(  45, 365)  coste     8.600    8.600
(  45, 408)  coste     1.600    1.600
(  45, 463)  coste     6.500    6.500
(  45, 479)  coste     5.600    5.600
(  46, 84)  coste     6.500    6.500
(  46, 104)  coste     5.600    5.600
(  46, 121)  coste     1.300    1.300
(  46, 142)  coste     7.700    7.700
(  46, 152)  coste     2.500    2.500
(  46, 162)  coste     4.900    4.900
(  46, 179)  coste     6.500    6.500
(  46, 247)  coste     3.200    3.200
(  46, 283)  coste     3.200    3.200
(  46, 328)  coste     6.200    6.200
(  46, 360)  coste     1.800    1.800
(  46, 476)  coste     8.700    8.700
(  46, 483)  coste     6.000    6.000
(  47, 104)  coste     7.900    7.900
(  47, 116)  coste     4.700    4.700
(  47, 121)  coste     13.400    13.400
(  47, 130)  coste     6.900    6.900
(  47, 249)  coste     5.200    5.200
(  47, 277)  coste     9.600    9.600
(  47, 397)  coste     2.100    2.100
(  47, 448)  coste     8.600    8.600
(  47, 452)  coste     6.900    6.900
(  47, 463)  coste     6.900    6.900
(  47, 464)  coste     11.200    11.200
